date,py_date,median_price,volume_sold,item,weapon,skin,wear,stattrak,treated_unit,post_treat
Jul 20 2015,2015-07-20,10.928,6,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Jul 21 2015,2015-07-21,11.076,10,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Jul 22 2015,2015-07-22,11.6,8,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Jul 23 2015,2015-07-23,11.626,7,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Jul 24 2015,2015-07-24,11.701,5,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Jul 25 2015,2015-07-25,11.197,11,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Jul 26 2015,2015-07-26,10.853,6,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Jul 27 2015,2015-07-27,12.078,6,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Jul 28 2015,2015-07-28,9.819,7,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Jul 29 2015,2015-07-29,11.102,7,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Jul 30 2015,2015-07-30,11.507,7,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Jul 31 2015,2015-07-31,11.704,8,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Aug 01 2015,2015-08-01,12.062,7,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Aug 02 2015,2015-08-02,11.396,5,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
Aug 03 2015,2015-08-03,11.495,7,M4A4 | 龍王Well-Worn,M4A4,龍王Well-Worn,Dragon King,1,1,0
