date,py_date,median_price,volume_sold,item,weapon,skin,wear,stattrak,treated_unit,post_treat
Oct 25 2023,2023-10-25,91.671,15,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Oct 26 2023,2023-10-26,88.755,15,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Oct 27 2023,2023-10-27,86.718,11,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Oct 28 2023,2023-10-28,83.683,17,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Oct 29 2023,2023-10-29,81.657,15,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Oct 30 2023,2023-10-30,85.6,8,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Oct 31 2023,2023-10-31,83.504,19,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Nov 01 2023,2023-11-01,87.862,16,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Nov 02 2023,2023-11-02,89.867,19,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Nov 03 2023,2023-11-03,88.892,13,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Nov 04 2023,2023-11-04,87.99,20,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Nov 05 2023,2023-11-05,87.978,14,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Nov 06 2023,2023-11-06,88.479,10,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Nov 07 2023,2023-11-07,89.235,18,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Nov 08 2023,2023-11-08,86.156,19,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Nov 09 2023,2023-11-09,81.887,15,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Nov 10 2023,2023-11-10,82.673,19,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Nov 11 2023,2023-11-11,81.03,16,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Nov 12 2023,2023-11-12,83.672,11,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Nov 13 2023,2023-11-13,82.306,11,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Nov 14 2023,2023-11-14,80.816,13,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Nov 15 2023,2023-11-15,79.909,8,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Nov 16 2023,2023-11-16,79.883,10,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Nov 17 2023,2023-11-17,79.98,15,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Nov 18 2023,2023-11-18,78.599,12,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Nov 19 2023,2023-11-19,82.542,14,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Nov 20 2023,2023-11-20,75.088,10,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Nov 21 2023,2023-11-21,78.362,10,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Nov 22 2023,2023-11-22,75.725,13,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Nov 23 2023,2023-11-23,74.687,15,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Nov 24 2023,2023-11-24,75.959,13,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Nov 25 2023,2023-11-25,74.112,12,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Nov 26 2023,2023-11-26,75.498,19,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Nov 27 2023,2023-11-27,77.507,12,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Nov 28 2023,2023-11-28,77.411,8,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Nov 29 2023,2023-11-29,76.632,10,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Nov 30 2023,2023-11-30,78.189,11,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Dec 01 2023,2023-12-01,78.04,12,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Dec 02 2023,2023-12-02,82.52,7,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Dec 03 2023,2023-12-03,81.298,13,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Dec 04 2023,2023-12-04,81.064,8,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Dec 05 2023,2023-12-05,81.321,10,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Dec 06 2023,2023-12-06,84.823,7,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Dec 07 2023,2023-12-07,82.604,14,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Dec 08 2023,2023-12-08,84.814,17,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Dec 09 2023,2023-12-09,81.314,13,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Dec 10 2023,2023-12-10,81.652,7,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Dec 11 2023,2023-12-11,83.204,6,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Dec 12 2023,2023-12-12,82.01,9,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Dec 13 2023,2023-12-13,85.032,6,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Dec 14 2023,2023-12-14,82.645,5,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Dec 15 2023,2023-12-15,82.679,14,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Dec 16 2023,2023-12-16,84.738,10,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Dec 17 2023,2023-12-17,79.263,8,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Dec 18 2023,2023-12-18,80.948,11,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Dec 19 2023,2023-12-19,84.303,6,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Dec 20 2023,2023-12-20,81.079,5,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Dec 21 2023,2023-12-21,80.217,13,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Dec 22 2023,2023-12-22,79.558,14,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Dec 23 2023,2023-12-23,83.665,9,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Dec 24 2023,2023-12-24,78.419,8,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Dec 25 2023,2023-12-25,79.42,7,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Dec 26 2023,2023-12-26,74.014,12,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Dec 27 2023,2023-12-27,75.595,14,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Dec 28 2023,2023-12-28,74.531,14,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Dec 29 2023,2023-12-29,79.366,11,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Dec 30 2023,2023-12-30,79.425,8,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Dec 31 2023,2023-12-31,79.201,2,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jan 01 2024,2024-01-01,79.561,9,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jan 02 2024,2024-01-02,83.294,9,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jan 03 2024,2024-01-03,80.849,10,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jan 04 2024,2024-01-04,78.609,10,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jan 05 2024,2024-01-05,78.788,8,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jan 06 2024,2024-01-06,81.883,12,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jan 07 2024,2024-01-07,81.015,9,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jan 08 2024,2024-01-08,80.689,8,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jan 09 2024,2024-01-09,79.28,10,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jan 10 2024,2024-01-10,81.901,13,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jan 11 2024,2024-01-11,80.721,11,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jan 12 2024,2024-01-12,83.11,7,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jan 13 2024,2024-01-13,81.795,10,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jan 14 2024,2024-01-14,83.97,8,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jan 15 2024,2024-01-15,83.139,6,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jan 16 2024,2024-01-16,81.944,8,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jan 17 2024,2024-01-17,79.729,10,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jan 18 2024,2024-01-18,81.356,8,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jan 19 2024,2024-01-19,82.275,7,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jan 20 2024,2024-01-20,80.052,12,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jan 21 2024,2024-01-21,78.826,6,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jan 22 2024,2024-01-22,73.915,8,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jan 23 2024,2024-01-23,76.407,8,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jan 24 2024,2024-01-24,71.967,5,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jan 25 2024,2024-01-25,77.455,11,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jan 26 2024,2024-01-26,69.34,15,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jan 27 2024,2024-01-27,71.307,12,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jan 28 2024,2024-01-28,72.312,8,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jan 29 2024,2024-01-29,73.856,4,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jan 30 2024,2024-01-30,71.733,8,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jan 31 2024,2024-01-31,72.719,6,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Feb 01 2024,2024-02-01,72.598,15,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Feb 02 2024,2024-02-02,74.459,11,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Feb 03 2024,2024-02-03,75.092,15,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Feb 04 2024,2024-02-04,76.159,5,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Feb 05 2024,2024-02-05,77.511,12,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Feb 06 2024,2024-02-06,80.803,15,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Feb 07 2024,2024-02-07,73.848,25,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Feb 08 2024,2024-02-08,75.549,11,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Feb 09 2024,2024-02-09,73.603,14,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Feb 10 2024,2024-02-10,74.228,17,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Feb 11 2024,2024-02-11,72.811,14,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Feb 12 2024,2024-02-12,73.103,9,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Feb 13 2024,2024-02-13,74.333,15,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Feb 14 2024,2024-02-14,75.312,7,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Feb 15 2024,2024-02-15,75.118,16,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Feb 16 2024,2024-02-16,76.507,11,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Feb 17 2024,2024-02-17,75.879,17,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Feb 18 2024,2024-02-18,74.12,12,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Feb 19 2024,2024-02-19,75.129,13,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Feb 20 2024,2024-02-20,74.548,8,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Feb 21 2024,2024-02-21,77.545,5,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Feb 22 2024,2024-02-22,80.468,9,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Feb 23 2024,2024-02-23,80.221,11,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Feb 24 2024,2024-02-24,78.194,12,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Feb 25 2024,2024-02-25,82.968,15,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Feb 26 2024,2024-02-26,80.111,9,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Feb 27 2024,2024-02-27,82.466,5,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Feb 28 2024,2024-02-28,86.221,3,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Feb 29 2024,2024-02-29,82.091,7,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Mar 01 2024,2024-03-01,83.292,10,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Mar 02 2024,2024-03-02,79.129,14,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Mar 03 2024,2024-03-03,85.042,8,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Mar 04 2024,2024-03-04,81.827,6,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Mar 05 2024,2024-03-05,85.137,10,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Mar 06 2024,2024-03-06,82.272,5,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Mar 07 2024,2024-03-07,85.317,4,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Mar 08 2024,2024-03-08,82.636,10,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Mar 09 2024,2024-03-09,86.307,12,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Mar 10 2024,2024-03-10,86.017,5,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Mar 11 2024,2024-03-11,84.14,3,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Mar 12 2024,2024-03-12,89.165,7,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Mar 13 2024,2024-03-13,85.222,11,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Mar 14 2024,2024-03-14,86.075,4,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Mar 15 2024,2024-03-15,83.623,4,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Mar 16 2024,2024-03-16,80.689,11,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Mar 17 2024,2024-03-17,82.381,17,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Mar 18 2024,2024-03-18,87.988,6,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Mar 19 2024,2024-03-19,86.734,4,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Mar 20 2024,2024-03-20,84.139,9,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Mar 21 2024,2024-03-21,88.235,9,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Mar 22 2024,2024-03-22,84.811,6,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Mar 23 2024,2024-03-23,86.773,5,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Mar 24 2024,2024-03-24,87.343,7,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Mar 25 2024,2024-03-25,85.855,4,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Mar 26 2024,2024-03-26,84.621,10,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Mar 27 2024,2024-03-27,85.293,9,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Mar 28 2024,2024-03-28,85.254,10,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Mar 29 2024,2024-03-29,88.752,5,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Mar 30 2024,2024-03-30,88.424,4,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Mar 31 2024,2024-03-31,87.579,11,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 01 2024,2024-04-01,88.822,9,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 02 2024,2024-04-02,91.005,8,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 03 2024,2024-04-03,90.64,6,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 04 2024,2024-04-04,92.155,3,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 05 2024,2024-04-05,92.259,12,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 06 2024,2024-04-06,95.909,8,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 07 2024,2024-04-07,91.471,8,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 08 2024,2024-04-08,92.549,8,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 09 2024,2024-04-09,94.0,6,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 10 2024,2024-04-10,92.717,9,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 11 2024,2024-04-11,91.831,5,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 12 2024,2024-04-12,93.85,11,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 13 2024,2024-04-13,90.28,3,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 14 2024,2024-04-14,94.143,6,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 15 2024,2024-04-15,95.058,3,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 16 2024,2024-04-16,94.425,4,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 17 2024,2024-04-17,97.506,10,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 18 2024,2024-04-18,92.368,15,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 19 2024,2024-04-19,91.091,22,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 20 2024,2024-04-20,88.087,8,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 21 2024,2024-04-21,87.611,6,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 22 2024,2024-04-22,90.438,6,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 23 2024,2024-04-23,100.594,4,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 24 2024,2024-04-24,90.129,4,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 25 2024,2024-04-25,93.871,5,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 26 2024,2024-04-26,93.073,6,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 27 2024,2024-04-27,91.899,7,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 28 2024,2024-04-28,90.491,10,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 29 2024,2024-04-29,86.688,9,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 30 2024,2024-04-30,89.957,10,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 01 2024,2024-05-01,87.916,11,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 02 2024,2024-05-02,89.349,8,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 03 2024,2024-05-03,88.625,10,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 04 2024,2024-05-04,90.512,13,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 05 2024,2024-05-05,91.096,8,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 06 2024,2024-05-06,88.798,6,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 07 2024,2024-05-07,89.11,5,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 08 2024,2024-05-08,92.806,7,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 09 2024,2024-05-09,99.995,6,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 10 2024,2024-05-10,92.397,8,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 11 2024,2024-05-11,92.19,7,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 12 2024,2024-05-12,92.258,5,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 13 2024,2024-05-13,93.973,5,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 14 2024,2024-05-14,92.58,8,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 15 2024,2024-05-15,101.715,5,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 16 2024,2024-05-16,95.974,2,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 17 2024,2024-05-17,93.285,9,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 18 2024,2024-05-18,94.066,5,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 19 2024,2024-05-19,92.738,4,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 20 2024,2024-05-20,92.058,8,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 21 2024,2024-05-21,98.56,3,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 22 2024,2024-05-22,91.429,8,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 23 2024,2024-05-23,89.462,7,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 24 2024,2024-05-24,89.659,3,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 25 2024,2024-05-25,91.821,7,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 26 2024,2024-05-26,92.49,5,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 27 2024,2024-05-27,90.996,5,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 28 2024,2024-05-28,92.861,5,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 29 2024,2024-05-29,92.73,7,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 30 2024,2024-05-30,93.908,4,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
