date,py_date,median_price,volume_sold,item,weapon,skin,wear,stattrak,treated_unit,post_treat
Jan 06 2018,2018-01-06,44.175,29,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jan 07 2018,2018-01-07,46.223,22,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jan 08 2018,2018-01-08,47.177,20,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jan 09 2018,2018-01-09,46.416,21,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jan 10 2018,2018-01-10,48.282,24,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jan 11 2018,2018-01-11,50.494,20,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jan 12 2018,2018-01-12,45.028,27,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jan 13 2018,2018-01-13,45.02,35,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jan 14 2018,2018-01-14,47.61,18,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jan 15 2018,2018-01-15,44.212,31,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jan 16 2018,2018-01-16,43.043,23,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jan 17 2018,2018-01-17,45.031,18,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jan 18 2018,2018-01-18,45.939,21,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jan 19 2018,2018-01-19,45.372,25,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jan 20 2018,2018-01-20,44.813,22,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jan 21 2018,2018-01-21,43.234,25,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jan 22 2018,2018-01-22,46.493,25,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jan 23 2018,2018-01-23,44.005,24,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jan 24 2018,2018-01-24,44.541,23,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jan 25 2018,2018-01-25,46.408,25,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jan 26 2018,2018-01-26,47.16,26,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jan 27 2018,2018-01-27,47.515,27,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jan 28 2018,2018-01-28,44.89,31,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jan 29 2018,2018-01-29,44.339,19,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jan 30 2018,2018-01-30,44.391,34,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Jan 31 2018,2018-01-31,45.241,26,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Feb 01 2018,2018-02-01,46.321,28,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Feb 02 2018,2018-02-02,44.953,33,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Feb 03 2018,2018-02-03,43.582,34,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Feb 04 2018,2018-02-04,45.542,25,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Feb 05 2018,2018-02-05,45.717,23,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Feb 06 2018,2018-02-06,45.943,30,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Feb 07 2018,2018-02-07,46.606,23,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Feb 08 2018,2018-02-08,44.901,17,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Feb 09 2018,2018-02-09,48.094,27,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Feb 10 2018,2018-02-10,46.16,29,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Feb 11 2018,2018-02-11,47.213,14,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Feb 12 2018,2018-02-12,45.792,18,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Feb 13 2018,2018-02-13,46.367,19,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Feb 14 2018,2018-02-14,46.695,11,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Feb 15 2018,2018-02-15,45.806,23,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Feb 16 2018,2018-02-16,41.618,28,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Feb 17 2018,2018-02-17,41.418,32,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Feb 18 2018,2018-02-18,42.418,36,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Feb 19 2018,2018-02-19,41.857,38,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Feb 20 2018,2018-02-20,44.425,23,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Feb 21 2018,2018-02-21,44.207,25,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Feb 22 2018,2018-02-22,43.638,21,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Feb 23 2018,2018-02-23,44.072,26,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Feb 24 2018,2018-02-24,44.373,23,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Feb 25 2018,2018-02-25,42.853,34,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Feb 26 2018,2018-02-26,44.215,26,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Feb 27 2018,2018-02-27,44.459,18,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Feb 28 2018,2018-02-28,45.607,23,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Mar 01 2018,2018-03-01,45.119,23,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Mar 02 2018,2018-03-02,44.377,27,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Mar 03 2018,2018-03-03,45.026,20,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Mar 04 2018,2018-03-04,47.319,25,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Mar 05 2018,2018-03-05,46.656,16,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Mar 06 2018,2018-03-06,45.486,26,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Mar 07 2018,2018-03-07,42.622,20,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Mar 08 2018,2018-03-08,45.316,26,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Mar 09 2018,2018-03-09,45.396,23,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Mar 10 2018,2018-03-10,44.563,26,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Mar 11 2018,2018-03-11,41.853,16,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Mar 12 2018,2018-03-12,46.541,15,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Mar 13 2018,2018-03-13,45.515,26,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Mar 14 2018,2018-03-14,45.464,17,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Mar 15 2018,2018-03-15,44.251,24,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Mar 16 2018,2018-03-16,46.267,26,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Mar 17 2018,2018-03-17,45.929,25,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Mar 18 2018,2018-03-18,45.103,21,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Mar 19 2018,2018-03-19,43.698,10,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Mar 20 2018,2018-03-20,44.22,20,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Mar 21 2018,2018-03-21,44.966,19,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Mar 22 2018,2018-03-22,44.674,17,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Mar 23 2018,2018-03-23,43.345,22,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Mar 24 2018,2018-03-24,43.051,21,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Mar 25 2018,2018-03-25,43.481,21,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Mar 26 2018,2018-03-26,42.832,12,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Mar 27 2018,2018-03-27,41.357,29,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Mar 28 2018,2018-03-28,40.761,30,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,0
Mar 29 2018,2018-03-29,40.197,18,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Mar 30 2018,2018-03-30,36.083,41,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Mar 31 2018,2018-03-31,35.776,40,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 01 2018,2018-04-01,35.347,29,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 02 2018,2018-04-02,34.878,20,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 03 2018,2018-04-03,36.521,30,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 04 2018,2018-04-04,35.255,29,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 05 2018,2018-04-05,36.022,28,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 06 2018,2018-04-06,38.066,21,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 07 2018,2018-04-07,38.69,23,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 08 2018,2018-04-08,37.18,22,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 09 2018,2018-04-09,36.409,28,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 10 2018,2018-04-10,36.493,27,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 11 2018,2018-04-11,37.932,15,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 12 2018,2018-04-12,33.848,24,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 13 2018,2018-04-13,37.295,33,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 14 2018,2018-04-14,36.306,27,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 15 2018,2018-04-15,37.578,21,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 16 2018,2018-04-16,38.311,22,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 17 2018,2018-04-17,36.847,16,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 18 2018,2018-04-18,36.892,18,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 19 2018,2018-04-19,39.45,16,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 20 2018,2018-04-20,39.006,24,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 21 2018,2018-04-21,40.637,19,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 22 2018,2018-04-22,39.487,24,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 23 2018,2018-04-23,38.613,21,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 24 2018,2018-04-24,37.942,15,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 25 2018,2018-04-25,37.794,17,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 26 2018,2018-04-26,38.8,16,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 27 2018,2018-04-27,37.701,19,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 28 2018,2018-04-28,38.368,17,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 29 2018,2018-04-29,40.024,26,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Apr 30 2018,2018-04-30,40.303,18,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 01 2018,2018-05-01,37.903,19,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 02 2018,2018-05-02,37.49,23,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 03 2018,2018-05-03,38.017,20,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 04 2018,2018-05-04,39.182,21,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 05 2018,2018-05-05,38.894,25,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 06 2018,2018-05-06,40.279,24,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 07 2018,2018-05-07,37.716,22,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 08 2018,2018-05-08,37.901,25,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 09 2018,2018-05-09,35.566,16,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 10 2018,2018-05-10,36.087,30,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 11 2018,2018-05-11,36.027,31,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 12 2018,2018-05-12,36.54,24,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 13 2018,2018-05-13,38.573,24,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 14 2018,2018-05-14,36.888,15,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 15 2018,2018-05-15,37.696,23,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 16 2018,2018-05-16,37.04,23,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 17 2018,2018-05-17,34.918,15,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 18 2018,2018-05-18,35.902,20,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 19 2018,2018-05-19,36.487,24,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 20 2018,2018-05-20,35.194,12,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 21 2018,2018-05-21,34.383,20,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 22 2018,2018-05-22,34.932,19,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 23 2018,2018-05-23,37.386,26,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 24 2018,2018-05-24,35.276,15,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 25 2018,2018-05-25,35.478,27,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 26 2018,2018-05-26,37.123,24,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 27 2018,2018-05-27,36.857,23,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 28 2018,2018-05-28,36.584,25,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 29 2018,2018-05-29,33.979,19,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 30 2018,2018-05-30,35.315,25,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
May 31 2018,2018-05-31,35.015,29,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jun 01 2018,2018-06-01,35.684,30,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jun 02 2018,2018-06-02,35.707,23,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jun 03 2018,2018-06-03,34.846,17,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jun 04 2018,2018-06-04,35.491,16,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jun 05 2018,2018-06-05,34.899,25,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jun 06 2018,2018-06-06,34.055,25,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jun 07 2018,2018-06-07,35.325,24,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jun 08 2018,2018-06-08,36.232,28,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jun 09 2018,2018-06-09,34.304,35,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jun 10 2018,2018-06-10,33.186,26,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jun 11 2018,2018-06-11,33.574,27,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jun 12 2018,2018-06-12,32.01,28,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jun 13 2018,2018-06-13,31.195,29,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jun 14 2018,2018-06-14,30.427,25,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jun 15 2018,2018-06-15,30.956,25,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jun 16 2018,2018-06-16,32.18,28,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jun 17 2018,2018-06-17,31.294,28,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jun 18 2018,2018-06-18,30.811,24,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jun 19 2018,2018-06-19,30.581,29,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jun 20 2018,2018-06-20,30.738,30,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jun 21 2018,2018-06-21,31.997,24,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jun 22 2018,2018-06-22,30.006,27,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jun 23 2018,2018-06-23,29.058,30,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jun 24 2018,2018-06-24,28.975,31,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jun 25 2018,2018-06-25,29.464,35,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jun 26 2018,2018-06-26,28.659,26,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jun 27 2018,2018-06-27,27.849,28,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jun 28 2018,2018-06-28,29.982,26,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jun 29 2018,2018-06-29,30.169,34,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jun 30 2018,2018-06-30,30.796,33,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jul 01 2018,2018-07-01,31.064,29,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jul 02 2018,2018-07-02,31.615,23,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jul 03 2018,2018-07-03,31.018,20,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jul 04 2018,2018-07-04,29.606,37,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jul 05 2018,2018-07-05,31.988,23,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jul 06 2018,2018-07-06,32.341,26,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jul 07 2018,2018-07-07,34.118,18,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jul 08 2018,2018-07-08,33.88,17,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jul 09 2018,2018-07-09,33.558,35,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jul 10 2018,2018-07-10,34.823,16,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jul 11 2018,2018-07-11,35.877,25,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jul 12 2018,2018-07-12,35.989,23,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jul 13 2018,2018-07-13,36.383,26,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jul 14 2018,2018-07-14,35.32,24,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jul 15 2018,2018-07-15,36.115,22,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jul 16 2018,2018-07-16,36.104,31,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jul 17 2018,2018-07-17,37.651,14,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jul 18 2018,2018-07-18,36.382,18,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jul 19 2018,2018-07-19,34.456,28,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jul 20 2018,2018-07-20,36.039,18,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jul 21 2018,2018-07-21,36.465,20,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jul 22 2018,2018-07-22,38.558,16,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jul 23 2018,2018-07-23,37.666,19,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jul 24 2018,2018-07-24,35.738,28,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jul 25 2018,2018-07-25,36.478,25,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jul 26 2018,2018-07-26,37.977,18,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jul 27 2018,2018-07-27,35.505,21,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jul 28 2018,2018-07-28,39.095,29,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jul 29 2018,2018-07-29,36.478,22,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jul 30 2018,2018-07-30,36.482,26,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Jul 31 2018,2018-07-31,38.772,26,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Aug 01 2018,2018-08-01,37.263,24,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Aug 02 2018,2018-08-02,38.323,14,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Aug 03 2018,2018-08-03,36.073,36,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Aug 04 2018,2018-08-04,37.786,23,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Aug 05 2018,2018-08-05,37.073,24,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Aug 06 2018,2018-08-06,39.381,13,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Aug 07 2018,2018-08-07,38.709,22,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Aug 08 2018,2018-08-08,38.176,18,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Aug 09 2018,2018-08-09,39.108,18,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Aug 10 2018,2018-08-10,34.623,24,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Aug 11 2018,2018-08-11,35.031,35,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
Aug 12 2018,2018-08-12,33.211,20,USP-S | Kill Confirmed,USP-S,Kill Confirmed,Minimal Wear,0,1,1
