date,py_date,median_price,rolling_30day_sd,ewm_30day_sd,expanding_sd,total_sd,pre_sd,post_sd,volume_sold,item,weapon,skin,wear,stattrak,treated_unit,post_treat
Aug 22 2015,2015-08-22,3.627,0.33106079068100447,0.8081660679223154,4.957454330031773,1.819244104113355,2.3731680316737176,1.2093590411814084,1375,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Aug 23 2015,2015-08-23,3.343,0.3313959953696199,0.7917946698910576,4.95328295453313,1.819244104113355,2.3731680316737176,1.2093590411814084,1500,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Aug 24 2015,2015-08-24,3.398,0.31588882810892854,0.772907732473413,4.948575602399139,1.819244104113355,2.3731680316737176,1.2093590411814084,1380,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Aug 25 2015,2015-08-25,3.873,0.3018534793379063,0.7478556537514942,4.940774881905544,1.819244104113355,2.3731680316737176,1.2093590411814084,1168,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Aug 26 2015,2015-08-26,4.041,0.29074611905753867,0.7259526654416562,4.93196821191917,1.819244104113355,2.3731680316737176,1.2093590411814084,1050,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Aug 27 2015,2015-08-27,4.156,0.28850873808936356,0.7074426782344783,4.922516567078166,1.819244104113355,2.3731680316737176,1.2093590411814084,963,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Aug 28 2015,2015-08-28,4.263,0.29187053498991006,0.6926470382774342,4.91250723362297,1.819244104113355,2.3731680316737176,1.2093590411814084,993,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Aug 29 2015,2015-08-29,4.152,0.2927453092567805,0.6738862328769697,4.903063865816627,1.819244104113355,2.3731680316737176,1.2093590411814084,1002,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Aug 30 2015,2015-08-30,4.053,0.29368777697534776,0.653233099883814,4.894122899153436,1.819244104113355,2.3731680316737176,1.2093590411814084,1124,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Aug 31 2015,2015-08-31,4.06,0.2945396739662145,0.6332314347204184,4.885129159619769,1.819244104113355,2.3731680316737176,1.2093590411814084,1068,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Sep 01 2015,2015-09-01,4.174,0.30434433765385405,0.616244826772653,4.875553649731342,1.819244104113355,2.3731680316737176,1.2093590411814084,1058,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Sep 02 2015,2015-09-02,4.219,0.31538193593979935,0.6007352581080908,4.865765187402842,1.819244104113355,2.3731680316737176,1.2093590411814084,902,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Sep 03 2015,2015-09-03,4.128,0.3206248210322516,0.5829660617692677,4.856423035464692,1.819244104113355,2.3731680316737176,1.2093590411814084,961,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Sep 04 2015,2015-09-04,3.948,0.32205119354578127,0.5638475239937166,4.847969003309246,1.819244104113355,2.3731680316737176,1.2093590411814084,1022,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Sep 05 2015,2015-09-05,3.992,0.3242660129065815,0.5454552876431372,4.839279071050678,1.819244104113355,2.3731680316737176,1.2093590411814084,1182,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Sep 06 2015,2015-09-06,3.862,0.3247004561234725,0.5280561001644088,4.8312242656657265,1.819244104113355,2.3731680316737176,1.2093590411814084,1137,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Sep 07 2015,2015-09-07,3.814,0.3245678010387951,0.5118197744317858,4.823387543652735,1.819244104113355,2.3731680316737176,1.2093590411814084,1018,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Sep 08 2015,2015-09-08,3.806,0.3246369519549603,0.4961403567473692,4.815564392369022,1.819244104113355,2.3731680316737176,1.2093590411814084,1027,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Sep 09 2015,2015-09-09,3.761,0.32440980894206256,0.4817227041293745,4.80794068590454,1.819244104113355,2.3731680316737176,1.2093590411814084,876,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Sep 10 2015,2015-09-10,3.722,0.3244195966838905,0.4685189470546791,4.800483681504679,1.819244104113355,2.3731680316737176,1.2093590411814084,1092,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Sep 11 2015,2015-09-11,3.624,0.3254011158659278,0.45861261091733435,4.793488861474754,1.819244104113355,2.3731680316737176,1.2093590411814084,1223,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Sep 12 2015,2015-09-12,3.636,0.3256715855107562,0.448023729483438,4.786395122456712,1.819244104113355,2.3731680316737176,1.2093590411814084,1340,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Sep 13 2015,2015-09-13,3.583,0.32592037670866386,0.43930072491034555,4.779531267041458,1.819244104113355,2.3731680316737176,1.2093590411814084,1250,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Sep 14 2015,2015-09-14,3.555,0.3101852042239197,0.43137868914537375,4.772768983126554,1.819244104113355,2.3731680316737176,1.2093590411814084,1161,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Sep 15 2015,2015-09-15,3.619,0.29338532193402506,0.4206753341564092,4.765654468827327,1.819244104113355,2.3731680316737176,1.2093590411814084,1006,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Sep 16 2015,2015-09-16,3.553,0.2807023641533398,0.4123171232933041,4.758831248590267,1.819244104113355,2.3731680316737176,1.2093590411814084,1159,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Sep 17 2015,2015-09-17,3.692,0.273178828633714,0.39975619400629203,4.751315396637468,1.819244104113355,2.3731680316737176,1.2093590411814084,1116,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Sep 18 2015,2015-09-18,3.896,0.2651276443828277,0.38745670984641456,4.742873988344354,1.819244104113355,2.3731680316737176,1.2093590411814084,2222,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Sep 19 2015,2015-09-19,4.34,0.2735538380259837,0.39811460167188617,4.73267358825787,1.819244104113355,2.3731680316737176,1.2093590411814084,1739,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Sep 20 2015,2015-09-20,4.097,0.26792429236013193,0.39050433687020103,4.723441771734537,1.819244104113355,2.3731680316737176,1.2093590411814084,1533,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Sep 21 2015,2015-09-21,3.847,0.26413445940197594,0.3777011030974983,4.71525748707462,1.819244104113355,2.3731680316737176,1.2093590411814084,1341,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Sep 22 2015,2015-09-22,3.891,0.24438777599824302,0.36543584265228507,4.706893942886682,1.819244104113355,2.3731680316737176,1.2093590411814084,1194,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Sep 23 2015,2015-09-23,3.835,0.2262916336238973,0.35348884835423283,4.698772112583646,1.819244104113355,2.3731680316737176,1.2093590411814084,1152,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Sep 24 2015,2015-09-24,3.865,0.2263370592009015,0.3419062388512163,4.6905327448272605,1.819244104113355,2.3731680316737176,1.2093590411814084,1108,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Sep 25 2015,2015-09-25,3.698,0.22794693121025345,0.333012950808853,4.682997936119156,1.819244104113355,2.3731680316737176,1.2093590411814084,1349,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Sep 26 2015,2015-09-26,3.731,0.22432530770748293,0.3233465565639027,4.6753204607698615,1.819244104113355,2.3731680316737176,1.2093590411814084,1458,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Sep 27 2015,2015-09-27,3.617,0.2172391023414123,0.3175607023393424,4.668123461532099,1.819244104113355,2.3731680316737176,1.2093590411814084,1369,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Sep 28 2015,2015-09-28,3.584,0.2155677241102118,0.3129134023578961,4.661058591523046,1.819244104113355,2.3731680316737176,1.2093590411814084,1131,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Sep 29 2015,2015-09-29,3.446,0.22324257462753827,0.3158707241647263,4.654580787853595,1.819244104113355,2.3731680316737176,1.2093590411814084,1182,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Sep 30 2015,2015-09-30,3.435,0.22914202793335886,0.31775055068026076,4.648130048628074,1.819244104113355,2.3731680316737176,1.2093590411814084,1129,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Oct 01 2015,2015-10-01,3.441,0.22684533441757426,0.317623048012197,4.641632948496835,1.819244104113355,2.3731680316737176,1.2093590411814084,1174,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Oct 02 2015,2015-10-02,3.421,0.21960520742079662,0.3174590245815827,4.635203637041154,1.819244104113355,2.3731680316737176,1.2093590411814084,1342,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Oct 03 2015,2015-10-03,3.403,0.216207339822212,0.31713832669196995,4.628832966079439,1.819244104113355,2.3731680316737176,1.2093590411814084,1397,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Oct 04 2015,2015-10-04,3.37,0.22123442603777005,0.3176353326143441,4.6225846785828715,1.819244104113355,2.3731680316737176,1.2093590411814084,1260,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Oct 05 2015,2015-10-05,3.317,0.22527783357166767,0.32024507610613334,4.616543268620126,1.819244104113355,2.3731680316737176,1.2093590411814084,1156,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Oct 06 2015,2015-10-06,3.325,0.23172705902624025,0.32056108070609507,4.61044506143467,1.819244104113355,2.3731680316737176,1.2093590411814084,1107,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Oct 07 2015,2015-10-07,3.299,0.23919743444186659,0.3211592707494411,4.604436328261914,1.819244104113355,2.3731680316737176,1.2093590411814084,1079,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Oct 08 2015,2015-10-08,3.285,0.24606749844909645,0.3212272766386167,4.598465416271265,1.819244104113355,2.3731680316737176,1.2093590411814084,1039,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Oct 09 2015,2015-10-09,3.357,0.24965710737781982,0.3161650125251426,4.592176310483292,1.819244104113355,2.3731680316737176,1.2093590411814084,1225,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Oct 10 2015,2015-10-10,3.429,0.251099716877547,0.30800264227078517,4.585585655287035,1.819244104113355,2.3731680316737176,1.2093590411814084,1245,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Oct 11 2015,2015-10-11,3.365,0.25489631879104396,0.30213796045057734,4.579241941394955,1.819244104113355,2.3731680316737176,1.2093590411814084,1259,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Oct 12 2015,2015-10-12,3.31,0.2601044529351115,0.2985092222097982,4.573107551812763,1.819244104113355,2.3731680316737176,1.2093590411814084,1138,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Oct 13 2015,2015-10-13,3.315,0.26480167377996966,0.2940488271016596,4.566939913556247,1.819244104113355,2.3731680316737176,1.2093590411814084,1027,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Oct 14 2015,2015-10-14,3.179,0.2746400277226134,0.2971573115527249,4.561307789297917,1.819244104113355,2.3731680316737176,1.2093590411814084,1124,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Oct 15 2015,2015-10-15,3.141,0.2850900321594444,0.30119034762546104,4.555809931892586,1.819244104113355,2.3731680316737176,1.2093590411814084,1067,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Oct 16 2015,2015-10-16,3.126,0.295380956047091,0.3043122622937531,4.550350579385462,1.819244104113355,2.3731680316737176,1.2093590411814084,1091,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Oct 17 2015,2015-10-17,3.125,0.3030447028969718,0.30569373881111855,4.544872813642386,1.819244104113355,2.3731680316737176,1.2093590411814084,1460,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Oct 18 2015,2015-10-18,3.064,0.30516424068523146,0.3097945157305081,4.539620838941116,1.819244104113355,2.3731680316737176,1.2093590411814084,1275,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Oct 19 2015,2015-10-19,3.054,0.2697060894984268,0.31257699364009245,4.534384859707927,1.819244104113355,2.3731680316737176,1.2093590411814084,951,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Oct 20 2015,2015-10-20,3.108,0.24682894863639193,0.3102738843591433,4.52890970241357,1.819244104113355,2.3731680316737176,1.2093590411814084,962,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Oct 21 2015,2015-10-21,2.858,0.25280596348247475,0.3261555534642397,4.524432078685589,1.819244104113355,2.3731680316737176,1.2093590411814084,1174,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Oct 22 2015,2015-10-22,2.795,0.25556157680707375,0.3432278908482418,4.520183041939468,1.819244104113355,2.3731680316737176,1.2093590411814084,938,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Oct 23 2015,2015-10-23,2.846,0.2537245519766455,0.3509271801638331,4.515681397821976,1.819244104113355,2.3731680316737176,1.2093590411814084,1398,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Oct 24 2015,2015-10-24,2.93,0.24030895822292128,0.3500082170738567,4.510804982805693,1.819244104113355,2.3731680316737176,1.2093590411814084,1374,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Oct 25 2015,2015-10-25,2.885,0.23726625278899252,0.3505930587907598,4.506082222436512,1.819244104113355,2.3731680316737176,1.2093590411814084,1338,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Oct 26 2015,2015-10-26,2.856,0.23002814420484013,0.3514958831413802,4.50144734544738,1.819244104113355,2.3731680316737176,1.2093590411814084,1114,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Oct 27 2015,2015-10-27,2.839,0.22790741213403445,0.35188984783059624,4.496851389411369,1.819244104113355,2.3731680316737176,1.2093590411814084,1031,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Oct 28 2015,2015-10-28,2.865,0.2235635346447931,0.34927649918931347,4.492123988912536,1.819244104113355,2.3731680316737176,1.2093590411814084,1224,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Oct 29 2015,2015-10-29,2.801,0.22738266899833035,0.3494488262930551,4.487622824178688,1.819244104113355,2.3731680316737176,1.2093590411814084,1209,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Oct 30 2015,2015-10-30,2.832,0.22810546310585145,0.34640117428471195,4.482971396414503,1.819244104113355,2.3731680316737176,1.2093590411814084,1483,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Oct 31 2015,2015-10-31,2.847,0.22607302502413282,0.34172046343571016,4.478236813378978,1.819244104113355,2.3731680316737176,1.2093590411814084,1610,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Nov 01 2015,2015-11-01,2.658,0.23287775886631215,0.34837663719730627,4.4742197262420484,1.819244104113355,2.3731680316737176,1.2093590411814084,1777,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Nov 02 2015,2015-11-02,2.647,0.23824877368163444,0.3531612741241929,4.470211404519313,1.819244104113355,2.3731680316737176,1.2093590411814084,1523,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Nov 03 2015,2015-11-03,2.822,0.2347168996650828,0.3460131189021658,4.465491922495374,1.819244104113355,2.3731680316737176,1.2093590411814084,1229,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Nov 04 2015,2015-11-04,3.001,0.22900214324123258,0.3347370094986597,4.460100125200186,1.819244104113355,2.3731680316737176,1.2093590411814084,1116,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Nov 05 2015,2015-11-05,3.083,0.22250004778482693,0.32406197039145496,4.454415570773741,1.819244104113355,2.3731680316737176,1.2093590411814084,1039,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Nov 06 2015,2015-11-06,3.023,0.21636140476329566,0.31343976293046194,4.448933331081662,1.819244104113355,2.3731680316737176,1.2093590411814084,1177,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Nov 07 2015,2015-11-07,3.033,0.21031958167670395,0.3031611273695942,4.443411026826915,1.819244104113355,2.3731680316737176,1.2093590411814084,1387,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Nov 08 2015,2015-11-08,2.996,0.1996278750716669,0.29334359229877527,4.4380102184827654,1.819244104113355,2.3731680316737176,1.2093590411814084,1260,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Nov 09 2015,2015-11-09,2.921,0.1822871455922153,0.2849810959965326,4.432861322766004,1.819244104113355,2.3731680316737176,1.2093590411814084,1042,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Nov 10 2015,2015-11-10,2.922,0.16712702856821898,0.2767457823727071,4.427699379136309,1.819244104113355,2.3731680316737176,1.2093590411814084,1016,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Nov 11 2015,2015-11-11,2.849,0.15483795385468022,0.270854505736988,4.422781188150136,1.819244104113355,2.3731680316737176,1.2093590411814084,1039,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Nov 12 2015,2015-11-12,2.814,0.1401396676057939,0.26624083369068524,4.417972837865603,1.819244104113355,2.3731680316737176,1.2093590411814084,935,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Nov 13 2015,2015-11-13,2.843,0.13284518688323455,0.2601791278321055,4.413050641070706,1.819244104113355,2.3731680316737176,1.2093590411814084,1131,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Nov 14 2015,2015-11-14,2.89,0.12614697230044838,0.25269842314073787,4.407958020544967,1.819244104113355,2.3731680316737176,1.2093590411814084,1344,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Nov 15 2015,2015-11-15,2.825,0.1202998934650249,0.2473152695576167,4.403077175092897,1.819244104113355,2.3731680316737176,1.2093590411814084,1227,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Nov 16 2015,2015-11-16,2.802,0.11384809904013532,0.2427094695825645,4.398263897614873,1.819244104113355,2.3731680316737176,1.2093590411814084,995,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Nov 17 2015,2015-11-17,2.848,0.10922022990531365,0.23629195312344883,4.393285354689632,1.819244104113355,2.3731680316737176,1.2093590411814084,938,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Nov 18 2015,2015-11-18,2.835,0.10462590171761774,0.23030817161040185,4.388342059025223,1.819244104113355,2.3731680316737176,1.2093590411814084,950,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Nov 19 2015,2015-11-19,2.861,0.0949989776103199,0.2236627488416074,4.383305801183822,1.819244104113355,2.3731680316737176,1.2093590411814084,907,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Nov 20 2015,2015-11-20,2.817,0.09543526421115003,0.21837394938462334,4.378407153764816,1.819244104113355,2.3731680316737176,1.2093590411814084,1081,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Nov 21 2015,2015-11-21,2.886,0.09453613916949992,0.21148105369620188,4.373278891785695,1.819244104113355,2.3731680316737176,1.2093590411814084,1338,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Nov 22 2015,2015-11-22,2.935,0.09517620682033559,0.2045579585022865,4.367993783634637,1.819244104113355,2.3731680316737176,1.2093590411814084,1021,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Nov 23 2015,2015-11-23,2.849,0.09462730888113935,0.19879469219791995,4.362977347986166,1.819244104113355,2.3731680316737176,1.2093590411814084,887,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
Nov 24 2015,2015-11-24,2.848,0.09465943796200109,0.19315011862423226,4.357959987695276,1.819244104113355,2.3731680316737176,1.2093590411814084,1000,AK-47 | Elite Build,AK-47,Elite Build,Field-Tested,1,1,0
