date,py_date,median_price,rolling_30day_sd,ewm_30day_sd,expanding_sd,total_sd,pre_sd,post_sd,volume_sold,item,equip,skin,wear,stattrak,treated_unit,post_treat
Apr 22 2014,2014-04-22,16.813,1.2476042125868991,1.9540403935111368,10.382670267151275,13.031538476086158,4.9702176587426425,14.007980347974412,141,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Apr 23 2014,2014-04-23,16.582,1.2675365935909553,1.9110559504143256,10.364750884366886,13.031538476086158,4.9702176587426425,14.007980347974412,139,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Apr 24 2014,2014-04-24,16.435,1.2319509660529626,1.8728350021420632,10.34759600925397,13.031538476086158,4.9702176587426425,14.007980347974412,145,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Apr 25 2014,2014-04-25,16.813,1.208255359037933,1.8211173284373374,10.328110224005776,13.031538476086158,4.9702176587426425,14.007980347974412,182,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Apr 26 2014,2014-04-26,17.428,1.1987880949325156,1.7615291605784658,10.305261751777595,13.031538476086158,4.9702176587426425,14.007980347974412,181,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Apr 27 2014,2014-04-27,16.078,1.219042377131158,1.7409375731249483,10.289975437737581,13.031538476086158,4.9702176587426425,14.007980347974412,181,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Apr 28 2014,2014-04-28,16.025,1.2285222241264575,1.7194317418005511,10.274845959741592,13.031538476086158,4.9702176587426425,14.007980347974412,169,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Apr 29 2014,2014-04-29,16.048,1.2391070681894223,1.6935155846460903,10.259420163008036,13.031538476086158,4.9702176587426425,14.007980347974412,180,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Apr 30 2014,2014-04-30,16.062,1.2247457141660139,1.664451062970863,10.243767222543694,13.031538476086158,4.9702176587426425,14.007980347974412,199,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
May 01 2014,2014-05-01,16.333,1.1409941868751832,1.6233612369008814,10.226445714001553,13.031538476086158,4.9702176587426425,14.007980347974412,189,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
May 02 2014,2014-05-02,14.47,1.1916312127192024,1.7035587342936875,10.22053013361102,13.031538476086158,4.9702176587426425,14.007980347974412,205,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
May 03 2014,2014-05-03,13.994,1.2317155165838023,1.8050998057989547,10.217517906375424,13.031538476086158,4.9702176587426425,14.007980347974412,225,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
May 04 2014,2014-05-04,13.88,1.3032972614581586,1.8878313554509865,10.214844401530952,13.031538476086158,4.9702176587426425,14.007980347974412,241,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
May 05 2014,2014-05-05,13.575,1.353748117032121,1.973201607758345,10.213863241265612,13.031538476086158,4.9702176587426425,14.007980347974412,220,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
May 06 2014,2014-05-06,13.982,1.3768964785501756,2.0000047979010898,10.209556065859726,13.031538476086158,4.9702176587426425,14.007980347974412,166,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
May 07 2014,2014-05-07,14.326,1.3882847537416305,1.9915283595824245,10.202582589629033,13.031538476086158,4.9702176587426425,14.007980347974412,177,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
May 08 2014,2014-05-08,14.203,1.3748426238046594,1.9836098339937145,10.196073173540018,13.031538476086158,4.9702176587426425,14.007980347974412,201,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
May 09 2014,2014-05-09,14.194,1.3180911873467303,1.969578181643503,10.189290254993695,13.031538476086158,4.9702176587426425,14.007980347974412,209,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
May 10 2014,2014-05-10,13.453,1.2940860015124718,1.9977866108597673,10.187037932117216,13.031538476086158,4.9702176587426425,14.007980347974412,218,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
May 11 2014,2014-05-11,12.633,1.36332854550497,2.079256129875166,10.190076467989112,13.031538476086158,4.9702176587426425,14.007980347974412,219,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
May 12 2014,2014-05-12,12.736,1.4033318566897106,2.1269905874740185,10.191809211097032,13.031538476086158,4.9702176587426425,14.007980347974412,185,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
May 13 2014,2014-05-13,12.388,1.4655142583337426,2.1845499434868296,10.195485492407203,13.031538476086158,4.9702176587426425,14.007980347974412,174,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
May 14 2014,2014-05-14,13.081,1.493346340255405,2.174599392845474,10.193810479546324,13.031538476086158,4.9702176587426425,14.007980347974412,162,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
May 15 2014,2014-05-15,12.567,1.5411949327355847,2.1898300280710674,10.195177026243007,13.031538476086158,4.9702176587426425,14.007980347974412,185,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
May 16 2014,2014-05-16,12.365,1.602327685071008,2.207091791124277,10.197435080171468,13.031538476086158,4.9702176587426425,14.007980347974412,220,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
May 17 2014,2014-05-17,12.666,1.633267604471563,2.1937318375120167,10.197142241262789,13.031538476086158,4.9702176587426425,14.007980347974412,192,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
May 18 2014,2014-05-18,12.776,1.6472385352322865,2.168021873228203,10.195687798184949,13.031538476086158,4.9702176587426425,14.007980347974412,166,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
May 19 2014,2014-05-19,12.249,1.6703770295025728,2.1674199337378846,10.197298014854937,13.031538476086158,4.9702176587426425,14.007980347974412,149,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
May 20 2014,2014-05-20,12.252,1.7055153550868325,2.1579988292412016,10.19840761047889,13.031538476086158,4.9702176587426425,14.007980347974412,177,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
May 21 2014,2014-05-21,12.486,1.7026641129739528,2.1291946636990353,10.197533796542121,13.031538476086158,4.9702176587426425,14.007980347974412,182,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
May 22 2014,2014-05-22,12.994,1.6499733902417724,2.076549902441103,10.193111956965804,13.031538476086158,4.9702176587426425,14.007980347974412,143,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
May 23 2014,2014-05-23,12.164,1.6241492570560077,2.059736527689276,10.19353597367715,13.031538476086158,4.9702176587426425,14.007980347974412,199,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
May 24 2014,2014-05-24,12.261,1.5886956248778195,2.032553922002316,10.192916152207783,13.031538476086158,4.9702176587426425,14.007980347974412,190,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
May 25 2014,2014-05-25,11.999,1.5243332275148778,2.015088539359048,10.19355962436717,13.031538476086158,4.9702176587426425,14.007980347974412,198,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
May 26 2014,2014-05-26,11.985,1.3856687190128636,1.9932142778135655,10.193869864776499,13.031538476086158,4.9702176587426425,14.007980347974412,173,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
May 27 2014,2014-05-27,11.81,1.3343425523929795,1.9761539851121375,10.19487650740403,13.031538476086158,4.9702176587426425,14.007980347974412,157,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
May 28 2014,2014-05-28,11.34,1.289767891441432,1.98179165104461,10.19848422621444,13.031538476086158,4.9702176587426425,14.007980347974412,228,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
May 29 2014,2014-05-29,11.439,1.216471712140054,1.9724348100581661,10.200971608994044,13.031538476086158,4.9702176587426425,14.007980347974412,193,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
May 30 2014,2014-05-30,11.639,1.1067801804406616,1.9462451972023276,10.201753508726146,13.031538476086158,4.9702176587426425,14.007980347974412,206,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
May 31 2014,2014-05-31,11.849,0.9199604464261909,1.90742581663606,10.200855666469655,13.031538476086158,4.9702176587426425,14.007980347974412,189,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jun 01 2014,2014-06-01,12.084,0.8717534186848227,1.8590635557116695,10.198219077540488,13.031538476086158,4.9702176587426425,14.007980347974412,204,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jun 02 2014,2014-06-02,11.623,0.8589339081797035,1.8280678799378447,10.197985348950082,13.031538476086158,4.9702176587426425,14.007980347974412,199,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jun 03 2014,2014-06-03,12.27,0.8280966744885645,1.7741940644651621,10.19366329743131,13.031538476086158,4.9702176587426425,14.007980347974412,193,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jun 04 2014,2014-06-04,11.658,0.8225849891457933,1.7403731091643073,10.192557129703996,13.031538476086158,4.9702176587426425,14.007980347974412,165,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jun 05 2014,2014-06-05,11.724,0.7862983435424746,1.70249911102012,10.19073682570544,13.031538476086158,4.9702176587426425,14.007980347974412,162,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jun 06 2014,2014-06-06,11.816,0.7084321396943336,1.660711694178698,10.188083228601949,13.031538476086158,4.9702176587426425,14.007980347974412,190,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jun 07 2014,2014-06-07,11.607,0.6292719347120602,1.6261847072590303,10.186317170392725,13.031538476086158,4.9702176587426425,14.007980347974412,172,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jun 08 2014,2014-06-08,11.241,0.5430272161424613,1.6068805223786085,10.18634237586456,13.031538476086158,4.9702176587426425,14.007980347974412,166,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jun 09 2014,2014-06-09,11.001,0.5278626617363075,1.5970823053248375,10.187424782849224,13.031538476086158,4.9702176587426425,14.007980347974412,164,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jun 10 2014,2014-06-10,11.211,0.5411101073497232,1.5719665531786937,10.186931248480985,13.031538476086158,4.9702176587426425,14.007980347974412,185,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jun 11 2014,2014-06-11,11.266,0.5427189626445349,1.5423051041620963,10.185804431878042,13.031538476086158,4.9702176587426425,14.007980347974412,146,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jun 12 2014,2014-06-12,10.838,0.5766089622980776,1.5320465779120316,10.186801422529324,13.031538476086158,4.9702176587426425,14.007980347974412,223,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jun 13 2014,2014-06-13,11.11,0.554212665103466,1.5042126849861692,10.185911146076744,13.031538476086158,4.9702176587426425,14.007980347974412,184,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jun 14 2014,2014-06-14,11.792,0.5387555744172716,1.4566408819561136,10.181082877151075,13.031538476086158,4.9702176587426425,14.007980347974412,195,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jun 15 2014,2014-06-15,11.925,0.5301872202400905,1.4092729498797867,10.175368546158603,13.031538476086158,4.9702176587426425,14.007980347974412,202,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jun 16 2014,2014-06-16,11.995,0.5076316023242918,1.3631272445134595,10.169115776437058,13.031538476086158,4.9702176587426425,14.007980347974412,211,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jun 17 2014,2014-06-17,10.838,0.5042192827110429,1.3526265255020584,10.168683961157564,13.031538476086158,4.9702176587426425,14.007980347974412,230,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jun 18 2014,2014-06-18,10.811,0.523035169473253,1.3399154855848843,10.168099909241308,13.031538476086158,4.9702176587426425,14.007980347974412,196,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jun 19 2014,2014-06-19,10.565,0.5516499483525842,1.3378952081196296,10.168566160160339,13.031538476086158,4.9702176587426425,14.007980347974412,221,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jun 20 2014,2014-06-20,9.274,0.6795979279532334,1.4407386170272312,10.176217757679748,13.031538476086158,4.9702176587426425,14.007980347974412,241,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jun 21 2014,2014-06-21,9.321,0.7366398268373265,1.5096925945781574,10.183114921862979,13.031538476086158,4.9702176587426425,14.007980347974412,216,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jun 22 2014,2014-06-22,9.034,0.8411682653160905,1.584436054699137,10.191303356001256,13.031538476086158,4.9702176587426425,14.007980347974412,230,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jun 23 2014,2014-06-23,8.819,0.9364476432272739,1.6565782798079196,10.20033414251138,13.031538476086158,4.9702176587426425,14.007980347974412,219,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jun 24 2014,2014-06-24,8.999,1.0053973561126615,1.6919348819342561,10.207784805920767,13.031538476086158,4.9702176587426425,14.007980347974412,214,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jun 25 2014,2014-06-25,9.516,1.0308588680063315,1.6798277075911652,10.211780538101998,13.031538476086158,4.9702176587426425,14.007980347974412,180,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jun 26 2014,2014-06-26,9.182,1.071720327753332,1.682812445679217,10.217311607031863,13.031538476086158,4.9702176587426425,14.007980347974412,228,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jun 27 2014,2014-06-27,9.797,1.088078863774714,1.6476845600145091,10.219017862434109,13.031538476086158,4.9702176587426425,14.007980347974412,209,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jun 28 2014,2014-06-28,10.093,1.0917567599922042,1.6022525069063769,10.218846788431053,13.031538476086158,4.9702176587426425,14.007980347974412,233,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jun 29 2014,2014-06-29,9.781,1.0969652809393635,1.5671374777977947,10.220035319291668,13.031538476086158,4.9702176587426425,14.007980347974412,248,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jun 30 2014,2014-06-30,9.615,1.096878666578748,1.537801031326572,10.221805379986622,13.031538476086158,4.9702176587426425,14.007980347974412,225,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jul 01 2014,2014-07-01,10.886,1.0658806816836381,1.489246882475701,10.216959170976512,13.031538476086158,4.9702176587426425,14.007980347974412,217,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jul 02 2014,2014-07-02,7.769,1.1719864873098804,1.6053891759621968,10.22869866114184,13.031538476086158,4.9702176587426425,14.007980347974412,387,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jul 03 2014,2014-07-03,9.075,1.152973322158569,1.5888490015141385,10.23240251844563,13.031538476086158,4.9702176587426425,14.007980347974412,252,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jul 04 2014,2014-07-04,10.017,1.1308616468728558,1.53880696259583,10.230918305602708,13.031538476086158,4.9702176587426425,14.007980347974412,200,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jul 05 2014,2014-07-05,10.282,1.1013191692891984,1.4883638900125078,10.227930933581963,13.031538476086158,4.9702176587426425,14.007980347974412,186,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jul 06 2014,2014-07-06,10.678,1.0669289778042084,1.442433933377583,10.222924966521603,13.031538476086158,4.9702176587426425,14.007980347974412,203,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jul 07 2014,2014-07-07,10.934,1.044867480460709,1.4030862151422703,10.216636281110217,13.031538476086158,4.9702176587426425,14.007980347974412,191,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jul 08 2014,2014-07-08,11.105,1.040731125081217,1.3692641170258288,10.209489172697635,13.031538476086158,4.9702176587426425,14.007980347974412,200,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jul 09 2014,2014-07-09,11.068,1.0424665842656622,1.3341467738389527,10.20238323689525,13.031538476086158,4.9702176587426425,14.007980347974412,213,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jul 10 2014,2014-07-10,11.548,1.0548852097490506,1.3185109598538762,10.193227253443151,13.031538476086158,4.9702176587426425,14.007980347974412,199,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jul 11 2014,2014-07-11,10.663,1.0407938062491575,1.2756767246435663,10.18762453930972,13.031538476086158,4.9702176587426425,14.007980347974412,229,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jul 12 2014,2014-07-12,10.856,1.041152972739285,1.236327151509065,10.181070713958286,13.031538476086158,4.9702176587426425,14.007980347974412,226,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jul 13 2014,2014-07-13,11.756,1.0660442099047471,1.232404543997106,10.170865280648615,13.031538476086158,4.9702176587426425,14.007980347974412,186,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jul 14 2014,2014-07-14,11.681,1.0607463112270443,1.220062495159365,10.160886739916744,13.031538476086158,4.9702176587426425,14.007980347974412,194,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jul 15 2014,2014-07-15,11.691,1.048896052945777,1.2054059304745752,10.150818387438655,13.031538476086158,4.9702176587426425,14.007980347974412,215,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jul 16 2014,2014-07-16,11.978,1.0479277284899486,1.2042989534710884,10.139671881465057,13.031538476086158,4.9702176587426425,14.007980347974412,209,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jul 17 2014,2014-07-17,11.187,1.0565316870531136,1.1678761448288235,10.131398626695994,13.031538476086158,4.9702176587426425,14.007980347974412,216,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jul 18 2014,2014-07-18,11.585,1.079499120228861,1.143615448328158,10.121563544786095,13.031538476086158,4.9702176587426425,14.007980347974412,201,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jul 19 2014,2014-07-19,11.288,1.0937839392436235,1.1100054171300577,10.112770559171805,13.031538476086158,4.9702176587426425,14.007980347974412,195,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jul 20 2014,2014-07-20,11.165,1.0861293021181742,1.0750711850386119,10.104372126340687,13.031538476086158,4.9702176587426425,14.007980347974412,208,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jul 21 2014,2014-07-21,11.703,1.0931647976004417,1.0564933523549096,10.093959041963615,13.031538476086158,4.9702176587426425,14.007980347974412,192,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jul 22 2014,2014-07-22,11.5,1.074929722910095,1.0293656947922898,10.08422231819436,13.031538476086158,4.9702176587426425,14.007980347974412,176,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
Jul 23 2014,2014-07-23,11.745,1.0456845423305905,1.0112899254348686,10.07359032772966,13.031538476086158,4.9702176587426425,14.007980347974412,192,AK-47 | Blue Laminate,AK-47,Blue Laminate,Field-Tested,1,1,0
