date,py_date,median_price,volume_sold,item,weapon,skin,wear,stattrak,treated_unit,post_treat
Mar 04 2015,2015-03-04,2.088,354,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Mar 05 2015,2015-03-05,1.946,402,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Mar 06 2015,2015-03-06,2.014,467,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Mar 07 2015,2015-03-07,1.968,482,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Mar 08 2015,2015-03-08,1.934,490,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Mar 09 2015,2015-03-09,1.916,410,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Mar 10 2015,2015-03-10,1.941,394,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Mar 11 2015,2015-03-11,1.948,367,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Mar 12 2015,2015-03-12,1.987,368,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Mar 13 2015,2015-03-13,1.914,501,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Mar 14 2015,2015-03-14,1.914,558,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Mar 15 2015,2015-03-15,1.804,647,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Mar 16 2015,2015-03-16,1.721,512,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Mar 17 2015,2015-03-17,2.006,400,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Mar 18 2015,2015-03-18,1.993,369,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Mar 19 2015,2015-03-19,2.027,425,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Mar 20 2015,2015-03-20,2.052,454,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Mar 21 2015,2015-03-21,2.049,550,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Mar 22 2015,2015-03-22,2.024,473,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Mar 23 2015,2015-03-23,2.039,435,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Mar 24 2015,2015-03-24,2.088,353,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Mar 25 2015,2015-03-25,2.137,383,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Mar 26 2015,2015-03-26,2.136,389,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Mar 27 2015,2015-03-27,2.087,428,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Mar 28 2015,2015-03-28,2.056,516,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Mar 29 2015,2015-03-29,2.024,518,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Mar 30 2015,2015-03-30,2.022,477,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Mar 31 2015,2015-03-31,2.088,426,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Apr 01 2015,2015-04-01,2.056,614,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Apr 02 2015,2015-04-02,2.135,522,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Apr 03 2015,2015-04-03,2.171,502,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Apr 04 2015,2015-04-04,2.145,565,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Apr 05 2015,2015-04-05,2.16,493,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Apr 06 2015,2015-04-06,2.228,481,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Apr 07 2015,2015-04-07,2.227,519,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Apr 08 2015,2015-04-08,2.235,467,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Apr 09 2015,2015-04-09,2.225,398,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Apr 10 2015,2015-04-10,2.324,392,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Apr 11 2015,2015-04-11,2.266,500,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Apr 12 2015,2015-04-12,2.229,467,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Apr 13 2015,2015-04-13,2.173,409,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Apr 14 2015,2015-04-14,2.198,347,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Apr 15 2015,2015-04-15,2.156,361,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Apr 16 2015,2015-04-16,1.896,526,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Apr 17 2015,2015-04-17,1.985,499,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Apr 18 2015,2015-04-18,2.055,605,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Apr 19 2015,2015-04-19,2.223,479,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Apr 20 2015,2015-04-20,2.161,451,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Apr 21 2015,2015-04-21,2.235,439,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Apr 22 2015,2015-04-22,2.27,375,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Apr 23 2015,2015-04-23,2.246,407,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Apr 24 2015,2015-04-24,2.293,419,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Apr 25 2015,2015-04-25,2.278,535,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Apr 26 2015,2015-04-26,2.21,497,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Apr 27 2015,2015-04-27,2.188,402,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Apr 28 2015,2015-04-28,2.225,401,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Apr 29 2015,2015-04-29,2.309,401,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Apr 30 2015,2015-04-30,2.362,402,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
May 01 2015,2015-05-01,2.188,447,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
May 02 2015,2015-05-02,2.259,533,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
May 03 2015,2015-05-03,2.302,490,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
May 04 2015,2015-05-04,2.26,414,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
May 05 2015,2015-05-05,2.299,347,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
May 06 2015,2015-05-06,2.357,354,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
May 07 2015,2015-05-07,2.324,335,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
May 08 2015,2015-05-08,2.284,396,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
May 09 2015,2015-05-09,2.334,466,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
May 10 2015,2015-05-10,2.335,452,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
May 11 2015,2015-05-11,2.323,342,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
May 12 2015,2015-05-12,2.454,321,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
May 13 2015,2015-05-13,2.41,326,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
May 14 2015,2015-05-14,2.433,344,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
May 15 2015,2015-05-15,2.399,367,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
May 16 2015,2015-05-16,2.46,417,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
May 17 2015,2015-05-17,2.388,374,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
May 18 2015,2015-05-18,2.414,358,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
May 19 2015,2015-05-19,2.466,340,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
May 20 2015,2015-05-20,2.405,316,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
May 21 2015,2015-05-21,2.463,295,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
May 22 2015,2015-05-22,2.383,354,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
May 23 2015,2015-05-23,2.399,409,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
May 24 2015,2015-05-24,2.384,398,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
May 25 2015,2015-05-25,2.396,384,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
May 26 2015,2015-05-26,2.371,330,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
May 27 2015,2015-05-27,1.484,739,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
May 28 2015,2015-05-28,1.76,572,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
May 29 2015,2015-05-29,1.995,487,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
May 30 2015,2015-05-30,2.124,462,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
May 31 2015,2015-05-31,2.1,476,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jun 01 2015,2015-06-01,2.166,390,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jun 02 2015,2015-06-02,2.217,367,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jun 03 2015,2015-06-03,2.13,414,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jun 04 2015,2015-06-04,2.011,410,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jun 05 2015,2015-06-05,1.909,440,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jun 06 2015,2015-06-06,1.945,385,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jun 07 2015,2015-06-07,1.943,421,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jun 08 2015,2015-06-08,1.989,329,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jun 09 2015,2015-06-09,2.042,353,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jun 10 2015,2015-06-10,1.967,394,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jun 11 2015,2015-06-11,1.957,358,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jun 12 2015,2015-06-12,1.666,445,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jun 13 2015,2015-06-13,1.648,490,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jun 14 2015,2015-06-14,1.592,481,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jun 15 2015,2015-06-15,1.68,409,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jun 16 2015,2015-06-16,1.679,365,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jun 17 2015,2015-06-17,1.615,414,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jun 18 2015,2015-06-18,1.649,389,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jun 19 2015,2015-06-19,1.67,424,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jun 20 2015,2015-06-20,1.675,406,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jun 21 2015,2015-06-21,1.553,451,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jun 22 2015,2015-06-22,1.564,415,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jun 23 2015,2015-06-23,1.655,345,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jun 24 2015,2015-06-24,1.938,310,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jun 25 2015,2015-06-25,1.921,325,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jun 26 2015,2015-06-26,1.99,317,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jun 27 2015,2015-06-27,1.957,325,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jun 28 2015,2015-06-28,1.978,332,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jun 29 2015,2015-06-29,1.95,311,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jun 30 2015,2015-06-30,1.954,353,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 01 2015,2015-07-01,2.035,322,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 02 2015,2015-07-02,2.044,257,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 03 2015,2015-07-03,2.035,270,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 04 2015,2015-07-04,2.022,265,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 05 2015,2015-07-05,2.014,282,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 06 2015,2015-07-06,1.996,287,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 07 2015,2015-07-07,2.024,285,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 08 2015,2015-07-08,2.022,256,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 09 2015,2015-07-09,1.995,278,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 10 2015,2015-07-10,2.022,281,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 11 2015,2015-07-11,2.076,285,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 12 2015,2015-07-12,2.006,273,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 13 2015,2015-07-13,2.029,318,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 14 2015,2015-07-14,2.046,282,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 15 2015,2015-07-15,1.989,252,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 16 2015,2015-07-16,2.002,278,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 17 2015,2015-07-17,2.129,280,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 18 2015,2015-07-18,2.196,252,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 19 2015,2015-07-19,2.039,242,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 20 2015,2015-07-20,2.083,291,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 21 2015,2015-07-21,2.099,251,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 22 2015,2015-07-22,2.1,188,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 23 2015,2015-07-23,2.075,361,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 24 2015,2015-07-24,2.149,244,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 25 2015,2015-07-25,2.074,238,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 26 2015,2015-07-26,2.041,210,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 27 2015,2015-07-27,2.105,250,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 28 2015,2015-07-28,2.125,301,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 29 2015,2015-07-29,2.234,199,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 30 2015,2015-07-30,2.072,326,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Jul 31 2015,2015-07-31,2.14,269,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 01 2015,2015-08-01,2.117,345,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 02 2015,2015-08-02,2.08,321,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 03 2015,2015-08-03,2.057,304,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 04 2015,2015-08-04,2.15,236,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 05 2015,2015-08-05,2.146,216,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 06 2015,2015-08-06,2.164,244,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 07 2015,2015-08-07,2.057,251,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 08 2015,2015-08-08,2.148,240,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 09 2015,2015-08-09,2.202,257,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 10 2015,2015-08-10,2.064,264,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 11 2015,2015-08-11,2.165,184,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 12 2015,2015-08-12,2.15,214,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 13 2015,2015-08-13,2.185,241,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 14 2015,2015-08-14,2.069,219,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 15 2015,2015-08-15,1.849,289,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 16 2015,2015-08-16,1.728,239,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 17 2015,2015-08-17,1.917,288,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 18 2015,2015-08-18,2.005,216,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 19 2015,2015-08-19,1.98,250,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 20 2015,2015-08-20,2.322,269,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 21 2015,2015-08-21,1.929,300,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 22 2015,2015-08-22,1.998,251,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 23 2015,2015-08-23,1.827,359,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 24 2015,2015-08-24,1.862,291,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 25 2015,2015-08-25,2.23,237,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 26 2015,2015-08-26,2.348,232,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 27 2015,2015-08-27,2.347,228,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 28 2015,2015-08-28,2.531,194,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 29 2015,2015-08-29,2.397,192,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 30 2015,2015-08-30,2.34,288,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Aug 31 2015,2015-08-31,2.418,205,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 01 2015,2015-09-01,2.552,216,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 02 2015,2015-09-02,2.548,188,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 03 2015,2015-09-03,2.479,214,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 04 2015,2015-09-04,2.596,229,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 05 2015,2015-09-05,2.456,258,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 06 2015,2015-09-06,2.558,257,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 07 2015,2015-09-07,2.798,205,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 08 2015,2015-09-08,2.695,197,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 09 2015,2015-09-09,2.972,208,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 10 2015,2015-09-10,2.695,252,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 11 2015,2015-09-11,2.752,229,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 12 2015,2015-09-12,2.742,217,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 13 2015,2015-09-13,2.702,238,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 14 2015,2015-09-14,2.747,173,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 15 2015,2015-09-15,2.622,178,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 16 2015,2015-09-16,2.626,178,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 17 2015,2015-09-17,2.621,203,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 18 2015,2015-09-18,2.473,246,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 19 2015,2015-09-19,2.709,307,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 20 2015,2015-09-20,2.612,288,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 21 2015,2015-09-21,2.626,238,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 22 2015,2015-09-22,2.676,191,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 23 2015,2015-09-23,2.622,206,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 24 2015,2015-09-24,2.728,186,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 25 2015,2015-09-25,2.517,220,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 26 2015,2015-09-26,2.61,213,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 27 2015,2015-09-27,2.593,217,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 28 2015,2015-09-28,2.545,163,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 29 2015,2015-09-29,2.635,190,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Sep 30 2015,2015-09-30,2.708,200,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Oct 01 2015,2015-10-01,2.719,158,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Oct 02 2015,2015-10-02,2.895,231,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Oct 03 2015,2015-10-03,2.838,214,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Oct 04 2015,2015-10-04,2.799,193,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Oct 05 2015,2015-10-05,2.984,208,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Oct 06 2015,2015-10-06,3.002,110,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Oct 07 2015,2015-10-07,2.867,146,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Oct 08 2015,2015-10-08,2.971,174,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Oct 09 2015,2015-10-09,3.064,154,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Oct 10 2015,2015-10-10,2.944,184,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Oct 11 2015,2015-10-11,2.86,182,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Oct 12 2015,2015-10-12,2.892,151,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Oct 13 2015,2015-10-13,2.765,157,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Oct 14 2015,2015-10-14,2.857,142,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Oct 15 2015,2015-10-15,2.804,161,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Oct 16 2015,2015-10-16,2.868,158,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Oct 17 2015,2015-10-17,2.892,243,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Oct 18 2015,2015-10-18,3.035,184,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Oct 19 2015,2015-10-19,2.891,190,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Oct 20 2015,2015-10-20,2.891,164,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Oct 21 2015,2015-10-21,2.837,223,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Oct 22 2015,2015-10-22,2.676,163,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Oct 23 2015,2015-10-23,2.933,169,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Oct 24 2015,2015-10-24,2.875,153,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Oct 25 2015,2015-10-25,2.976,192,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
Oct 26 2015,2015-10-26,2.891,125,USP-S | Blood Tiger,USP-S,Blood Tiger,Factory New,1,1,0
